asin,n_obs,mae,rmse,r2,mape
B0FVXMHHRP,73,11.475687389635059,26.000153395543418,0.9707303995771486,7.579334295327792
B08HMWZBXC,206,11.384320670192682,26.100582663073222,0.9686212743718828,9.45449220705016
B0CCYKVVRH,208,11.440295736789704,26.134761501045094,0.9863413779060954,7.40116165670208
B0D8LH2VSP,206,9.877247691663722,26.38882507270075,0.9658221819151268,6.606462080089269
B092J8LPWR,205,12.458909179780541,26.55301749285442,0.9865204337183713,7.277646029720075
B0B1MGSLLW,213,9.645567998214506,26.561240057875576,0.9701692809095294,6.701062184333417
B0D5KKV2MS,192,10.390499920447667,26.634471560728628,0.9799446472911111,6.768926597404858
B07YP9FBMM,213,11.226173976575824,26.671171557497665,0.9729119802492022,7.134147831470148
B07J4WHNFC,213,11.232857289023242,26.69809065276299,0.9862601737870426,7.578417634275823
B0CNXKKRPH,213,10.322172876456534,26.75187983673969,0.9689933789311531,6.928780319904456
B0DGJ7HYG1,205,10.828596236996534,26.854987337922733,0.9794830996724279,6.307407480042364
B0000BYBVT,213,8.837320700990201,27.02636762705403,0.9865208405936302,5.333909400684899
B0BCH5H2R3,209,10.796843395871976,27.249414145318532,0.9718916157858047,6.28805537098776
B0DDM7PFLW,208,10.693094559816215,27.279072457559177,0.9687399123875436,6.714139210226517
B0B3MNRDGL,213,10.260870335986356,27.342685869580126,0.974920300134233,6.014419985926028
B0BQPNMXQV,213,10.218475088826928,27.40595220817683,0.9816906123014949,5.547090165515089
B07Q7DM9HP,213,9.78739644359535,27.529231749466913,0.9842825639706568,6.7192335638599765
B000AJIF4E,203,9.47309942696482,27.61278212941324,0.9890541575554017,5.086486582219088
B0CHHSFMRL,212,10.925412051722688,27.663011258914846,0.9723574707777157,6.659166297386625
B0863FR3S9,213,13.558808943788769,27.691878271150657,0.9717997499010291,11.570406755789609
B081CHLF46,213,10.936183659011771,27.713124211321915,0.9819250091674124,6.442812026317678
B07BB5FDS2,208,10.513799436734272,27.724724186017394,0.9854682767666314,6.302159370560275
B0D54JZTHY,203,9.57002557726329,27.75904972572116,0.9796635241636992,5.2962978049237535
B0BWPK91TB,213,11.441029943815419,28.013091013821974,0.9781268763612295,7.658118370753883
B0CJVK87Y7,210,10.056155655815486,28.073129228732363,0.9696972847623205,6.402711258331283
B0DS2DF5S5,213,10.161780296558506,28.100870737947353,0.966435094451133,6.798151867488365
B07N5MG9LP,213,9.691996144755905,28.20738000403688,0.9831794786768233,5.252670813680571
B0D7FVQ1ZB,213,10.147619855728506,28.250061091866492,0.9664157257137402,6.227891520399852
B0D826GXQ3,208,11.234969442991108,28.3248448602232,0.970631924779587,6.776265654886824
B082KJCR7N,213,12.357297929038463,28.404853888703766,0.9744248185494212,8.068940664269425
B0DQ74C7CX,213,12.419769266603138,28.517681588374643,0.9678056169360566,7.492332662721324
B0D637HWC5,213,9.218279666631993,28.726499400030157,0.9663337091704646,5.796189994693819
B01FHNBKYO,213,11.722349176720275,28.797048772574964,0.9786249436950898,9.941496014957925
B0DNZCJ93D,209,10.75239381014445,28.8614843890807,0.9728117533233532,6.448527295758619
B0DYWNQMQJ,208,10.334787310270162,28.872450749673945,0.9626518473632607,7.922862451334037
B0D1XD1ZV3,213,11.615808762921972,28.88341546202595,0.9787119588752194,8.17925095593527
B0CTKVLHMW,213,12.840644509758748,28.912067859082907,0.9834036455616617,7.394549345456511
B0CWXNS552,212,11.926827385920399,28.989767506011326,0.9692351654034028,7.920408576428652
B0BVWNK619,213,12.387804090025279,29.01534357954219,0.9851898603442466,6.493010209178552
B01JRNIWJG,213,10.485868352343779,29.132460969837243,0.9823508829399379,7.524072603749128
B0GKFLQ9SW,39,13.15011973845653,29.14426047150711,0.9773675589794714,10.16896078885223
B07431YDWM,213,8.48045021800368,29.150348270607516,0.9794657370678913,6.238860687103861
B0DJMFS75S,131,11.665887604342162,29.185195271064746,0.9706647296927795,6.950538455423612
B084TDB4HK,213,12.156611145270261,29.21924162783605,0.9817539859069184,8.535928119093404
B09XS7JWHH,211,11.351547796421142,29.343545868449826,0.9715889938020931,6.544371985821441
B01LW8V8CD,213,10.546833240974678,29.474619513809056,0.9818565561233522,7.748922314431864
B0CLF2DNMV,213,11.867396202803777,29.489530063418233,0.9656413983019312,6.877836132248922
B0D43WW8F2,213,10.161889700195598,29.706624017999406,0.9706029205503093,6.567587918462814
B0C6KFZC9Z,206,11.136748414548856,29.76475042013591,0.9813043402420359,7.290430756537683
B0DSG9VCRH,213,11.100389982232466,29.799109481053282,0.9699707579729956,7.0613544796212295
B0DMYQ32SC,213,12.481752539710818,29.863505299254122,0.972612423756731,7.968701469412083
B0D2PNH494,211,10.144906384436439,29.966358193908956,0.9610954939737829,5.965759928254317
B06Y4FJD33,213,9.472126835209663,29.97411286670266,0.9830168742898246,6.872624869183841
B0C1KPXPM9,212,12.425469291884943,30.007600007431428,0.9800826054865477,6.851951581061617
B0CK3XTZ2Y,213,11.083602417153372,30.039353011070652,0.9549152696341089,7.361500404225627
B0C6S6TPRH,212,12.348627037462197,30.060266297286322,0.9748830397812668,7.455283526033843
B001EVGIYG,213,8.203814044021104,30.369224040636535,0.9837385962432037,4.865420584904618
B0811Q28N6,213,12.733848335373569,31.104533187358506,0.9772551609242246,7.698142214894334
B0CF74G2RL,207,10.655408908180569,31.108258889040396,0.9583930975047811,6.784866156191331
