month,n,mae,mape,rmse
2025-09,11739,12.275826507217078,6.952477626836982,44.47446277156693
2025-10,13832,12.285910714286265,6.947975485170812,48.56795756311267
2025-11,13510,12.183648135115357,6.983391850669604,45.19682829860745
2025-12,14311,12.960987601171922,7.126617151349683,51.55677080667109
2026-01,14467,12.122962178897206,6.958850976084527,45.862509390544226
2026-02,13292,12.106093023753905,7.048799648319463,43.65804566558462
2026-03,14973,12.369793667759833,6.98061761830062,47.77720434670121
2026-04,1985,11.620506480738259,6.956924851623055,41.380896690845226
