asin,category,brand,global_min,global_max,global_norm_sd,log_mean_price
B0CT9MB4WR,172282,JBL,49.95,119.95,0.17081640266805462,4.465314877909954
B0D1CPPL85,172282,LG,176.99,279.99,0.16494397236353597,5.426680570644817
B0D1JNW26R,172282,TCL,59.99,129.99,0.16925372148903634,4.483995544678273
B0F5VLWQY6,172282,Samsung,299.99,499.99,0.14283340980429934,6.093295627344081
B0F66MS88R,172282,CMF BY NOTHING,69.0,99.0,0.09822220390575254,4.448717785158192
B0FL9Y93H2,172282,Roku,497.99,649.98,0.0735226104238764,6.3228440759740945
B0FP4SCNWD,172282,Technics,224.99,299.99,0.09477702912544948,5.618764563937173
B0DMHV5BG9,172282,msi,83.95,119.99,0.07195821102250699,4.634186652739627
B0000511U7,172282,TRIPP LITE,46.39,102.99,0.18182895392213982,4.386491621835226
B000JE9LD4,172282,Belkin,23.92,44.99,0.14994218120262243,3.658997931152868
B08QMG7Z4R,172282,Aprolink,9.99,14.76,0.12729393740278852,2.6664176930193766
B09G9FPHY6,172282,Apple,179.0,469.99,0.1293795900911723,5.630735427210016
B0B2J7WSDK,172282,GL.iNet,96.71,109.9,0.04765076599924225,4.673541811910393
B0FF5JJ3CP,172282,Samsung,249.99,399.99,0.09743223113804632,5.781744607523588
B00378KMFU,172282,Polk Audio,142.9,349.0,0.1607073134818312,5.298132183346927
B088F7SY6S,172282,Anker,119.99,279.99,0.18863985720934617,5.178736984925347
B09CY995KT,172282,Tuitager,18.35,37.99,0.21443412559891162,3.260344010561961
B09ZWG648V,172282,VIZIO,12.99,25.89,0.09292495081161124,3.058678328410343
B0CJVK87Y7,172282,acer,145.0,199.99,0.08443772292898145,5.186472912557917
B0D3WGM8X8,172282,LG,199.99,329.99,0.07987376122924718,5.714978696104845
B07N5MG9LP,172282,BenQ,69.99,163.31,0.1602517587723359,4.685627739727795
B081QPF19F,172282,ECHOGEAR,19.99,34.8,0.2158413286471628,3.301237670782395
B08KDZ2NZX,172282,Soundcore,32.49,49.99,0.16270520170357905,3.8266012733741506
B0D826GXQ3,172282,Fujifilm,89.95,116.95,0.07679037065000618,4.635466414380463
B0DX2LNZ68,172282,Bose,269.99,449.0,0.14318945648456502,5.962911190990422
B00ECDM78E,172282,Plugable,89.0,391.48,0.6749670053401011,4.994643740252918
B087KG4C1H,172282,Amazon Basics,3.99,11.43,0.16268780650503067,2.1949504728521863
B08LF1F981,172282,Garmin,459.99,519.99,0.025144267776824384,6.222183721038734
B0DS2B3P2B,172282,DJI,199.0,289.0,0.14502324209112197,5.444343451305486
B0DWGS5977,172282,Sony,84.99,94.99,0.01704738547267681,4.552704274529233
B0FV8MD221,172282,Matsusho,9.99,12.22,0.09124236158048817,2.523325759691945
B01J4KU2UO,172282,Gvirtue,9.99,14.77,0.08650842701368791,2.642900865436097
