price_tier,n,mae,mape
Q1 (cheap),24922,0.8083608268082368,5.453316709018661
Q2,24258,2.5908116677556525,6.3022831119286264
Q3,24554,8.186349598094656,7.526022152818733
Q4 (expensive),24375,37.93664108741486,8.74537470613165
