month,n,mae,mape,rmse
2025-09,11690,14.37113134289359,8.980201013851456,46.94707805986921
2025-10,13782,14.229939845245266,8.989181686952946,44.85223350881313
2025-11,13420,13.652861128689102,8.81108980940742,41.44133779745462
2025-12,14288,14.536350235925676,9.003161233020908,50.269375768117555
2026-01,14446,14.049067224779568,8.873822651840307,44.21466110930154
2026-02,13265,13.840831698336062,8.908927145200352,44.930493894541996
2026-03,13437,14.104125863373557,8.91554973562871,44.43698866168853
